IDOrder,Status,OrderedDate,ConfirmDate,DeliveryDate,DeliveredDate,TotalMoney,TotalAmount,IDMember,Address,PhoneNumber,Email,FullName,Notes,IDZipCode,IDShipper
1669,4,2019-04-27 16:54:00,2019-04-27 19:23:00,2019-04-28 08:40:00,2019-04-30 16:03:00,5858000,2,339,"Xã Đông Thạnh, Huyện Hóc Môn, Hồ Chí Minh",0984429047,letuanvn1988@yahoo.com,Phạm Hữu Trai,Giao nhanh nha anh !,262,7
1670,4,2018-03-30 21:21:00,2018-03-30 22:09:00,2018-03-31 15:36:00,2018-04-02 06:33:00,6495000,3,326,"Keski-Suomi, West-Vlaanderen, Balkanabat",0984429047,rosefeed@gmail.com, Nguyễn Trần Thành,Giao nhanh nha anh !,1050,8
1671,4,2018-04-14 07:15:00,2018-04-14 08:41:00,2018-04-14 21:28:00,2018-04-16 17:33:00,1418000,1,65,"Haute-Corse, Brabant wallon, Mahilyow",0984429047,trongminh@binhduongcityland.vn, Lê Thái,Giao nhanh nha anh !,1078,7
1672,4,2019-08-07 16:30:00,2019-08-07 20:04:00,2019-08-08 06:48:00,2019-08-09 10:57:00,5858000,2,153,"Xã Phú Hữu, Huyện Nhơn Trạch, Đồng Nai",0984429047,thuylv@oceanbank.vn,Lê Thị Oanh,Giao nhanh nha anh !,596,4
1673,4,2018-11-07 09:14:00,2018-11-07 12:12:00,2018-11-08 08:05:00,2018-11-09 17:23:00,23727000,3,360,"Đông Phong, TP. Lai Châu, Lai Châu",0984429047,nguyenhthuy297@gmail.com,Nguyễn Hồng Thái,Giao nhanh nha anh !,670,9
1674,4,2018-07-01 10:33:00,2018-07-01 10:33:00,2018-07-02 02:11:00,2018-07-03 16:38:00,11061000,3,118,"Phường Hà Cầu, Quận Hà Đông, Hà Nội",0984429047,tuanka@ocb.com.vn,Trần Khiêm,Giao nhanh nha anh !,420,3
1675,4,2018-12-29 01:22:00,2018-12-29 04:07:00,2018-12-29 23:15:00,2018-12-31 00:13:00,9377000,3,410,"Phường 11, Quận 3, Hồ Chí Minh",0984429047,ntth12.9.1991@gmail.com,Nguyễn Vũ,Giao nhanh nha anh !,32,1
1676,4,2019-08-04 05:36:00,2019-08-04 07:01:00,2019-08-05 02:32:00,2019-08-07 04:17:00,1638000,1,442,"Seine-Saint-Denis, Al Muarraq, Herceg-Novi",0984429047,gargamel3101@gmail.com,Bùi Tiến Hoàng,Giao nhanh nha anh !,1192,4
1677,4,2018-02-26 20:32:00,2018-02-26 21:03:00,2018-02-27 08:27:00,2018-03-01 12:37:00,25218000,4,268,"Phường Phú Thọ Hoà, Quận Tân Phú, Hồ Chí Minh",0984429047,diansacvn@gmail.com,Mai Thị Hằng Nga,Giao nhanh nha anh !,179,2
1678,4,2019-09-13 03:39:00,2019-09-13 05:29:00,2019-09-13 22:57:00,2019-09-16 08:31:00,6438000,2,90,"Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai",0984429047,thaodm.bdg@vnpt.vn,Mai Hiếu,Giao nhanh nha anh !,599,4
1679,4,2019-03-19 20:30:00,2019-03-19 23:04:00,2019-03-20 13:04:00,2019-03-22 07:41:00,15818000,2,50,"Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",0984429047,embroiderynk@hcm.vnn.vn,Phan Thị Hoài Thương,Giao nhanh nha anh !,186,2
1680,4,2018-08-24 16:51:00,2018-08-24 17:24:00,2018-08-25 01:39:00,2018-08-27 10:59:00,4700000,1,460,"York, Los R os, Charlotte Amalie",0984429047,nhatlinhbg@gmail.com,Huỳnh Thị Bích Ngọc,Giao nhanh nha anh !,1402,4
1681,4,2018-02-04 14:23:00,2018-02-04 19:09:00,2018-02-05 05:20:00,2018-02-06 06:19:00,3830000,1,412,"AI Qahirah, Culfa, Nagoya",0984429047,hoangmaihuong91@gmail.com,Văn Phú Huy,Giao nhanh nha anh !,945,6
1682,4,2018-03-01 01:32:00,2018-03-01 05:04:00,2018-03-01 18:52:00,2018-03-02 22:33:00,7170100,2,175,"Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",0984429047,nguyenanhhoang999@yahoo.com.vn, Nguyễn Minh Hùng,Giao nhanh nha anh !,254,7
1683,4,2018-07-05 13:18:00,2018-07-05 16:41:00,2018-07-06 06:32:00,2018-07-08 00:40:00,13247000,4,189,"Edinburgh, City of, West Grand Bahama, Kranj",0984429047,anhly07@yahoo.com,Phạm Thị Linh,Giao nhanh nha anh !,1238,4
1684,4,2018-12-11 07:48:00,2018-12-11 11:25:00,2018-12-11 20:11:00,2018-12-13 20:27:00,3219000,1,268,"Krapinsko-zagorska _upanija, Zl nsk_ kraj, Luganville",0984429047,diansacvn@gmail.com,Mai Thị Hằng Nga,Giao nhanh nha anh !,1544,6
1685,4,2020-03-11 20:44:00,2020-03-11 23:58:00,2020-03-12 10:06:00,2020-03-14 16:01:00,4637000,2,398,"Hareri Hizb, Brahmanbaria, Mecca",0984429047,tuananhtd84@gmail.com,Trịnh Thế Nhân,Giao nhanh nha anh !,1017,7
1686,4,2018-07-26 22:42:00,2018-07-27 03:28:00,2018-07-27 20:42:00,2018-07-29 13:50:00,7909000,1,46,"Phường Hoà Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",0984429047,hmviet74@yahoo.com,Ngô Văn Hòa,Giao nhanh nha anh !,608,9
1687,4,2018-09-15 22:01:00,2018-09-16 00:19:00,2018-09-16 09:47:00,2018-09-18 09:18:00,3276000,2,18,"Phường Bình Khánh, TP. Long Xuyên, An Giang",0984429047,vanphong@dntbinhduong.vn,Nguyễn Hải Long,Giao nhanh nha anh !,636,1
1688,4,2018-08-24 18:31:00,2018-08-24 19:33:00,2018-08-25 04:26:00,2018-08-27 09:50:00,4140500,1,420,"Mts'khet'a-Mt'ianet'i, Amazonas, New York City",0984429047,tranmaitrinh81@gmail.com,Hoàng Đức,Giao nhanh nha anh !,1404,5
1689,4,2018-12-12 04:33:00,2018-12-12 09:32:00,2018-12-13 05:08:00,2018-12-14 19:34:00,4474000,3,407,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",0984429047,thaodownloadtailieu@gmail.com, Lương Phú Trung,Giao nhanh nha anh !,346,5
1690,4,2019-08-31 07:55:00,2019-08-31 09:53:00,2019-09-01 02:23:00,2019-09-02 20:03:00,13767000,3,106,"Worcestershire, Sangha, Castries",0984429047,hovandoan1976@gmail.com,Nguyễn Thị Kim Chi,Giao nhanh nha anh !,1382,9
1691,4,2018-12-13 18:43:00,2018-12-13 19:29:00,2018-12-14 09:27:00,2018-12-15 14:07:00,4829000,2,47,"Saint Mark, Badakhshan, Port Said",0984429047,vietdatravel@gmail.com,Hồ Tân San,Giao nhanh nha anh !,810,6
1692,4,2018-09-11 10:26:00,2018-09-11 11:07:00,2018-09-12 06:43:00,2018-09-13 15:46:00,4700000,1,485,"Beyla, Henan, Linden",0984429047,thoang3nam@yahoo.com,Lê Văn Lượng,Giao nhanh nha anh !,1438,9
1693,4,2018-10-07 22:35:00,2018-10-08 03:02:00,2018-10-08 10:15:00,2018-10-09 23:00:00,6112000,4,360,"K'vemo K'art'li, Distrito Capital de Bogot , Fortaleza",0984429047,nguyenhthuy297@gmail.com,Nguyễn Hồng Thái,Giao nhanh nha anh !,1418,1
1694,4,2020-01-19 05:35:00,2020-01-19 09:01:00,2020-01-19 20:54:00,2020-01-20 20:09:00,14139000,4,285,"Jalapa, Las Tunas, Kloulklubed",0984429047,khanhcphaco@gmail.com,Phạm Thị Thùy Trang,Giao nhanh nha anh !,1516,5
1695,4,2019-04-21 22:19:00,2019-04-22 01:10:00,2019-04-22 08:13:00,2019-04-23 12:37:00,14580020,3,482,"Phường Trường Thọ, Quận Thủ Đức, Hồ Chí Minh",0984429047,phamha979090@gmail.com,Nguyễn Hưng,Giao nhanh nha anh !,249,4
1696,4,2020-03-11 20:44:00,2020-03-11 23:58:00,2020-03-12 10:06:00,2020-03-14 16:01:00,3149000,1,94,"Hareri Hizb, Brahmanbaria, Mecca",0984429047,nghiakd2412@gmail.com,Huỳnh Văn Khái,Giao nhanh nha anh !,1017,3
1697,4,2019-03-22 07:25:00,2019-03-22 12:07:00,2019-03-23 07:19:00,2019-03-24 04:20:00,4914000,3,442,"M_d_a, Salyan, Mashhad",0984429047,gargamel3101@gmail.com,Bùi Tiến Hoàng,Giao nhanh nha anh !,931,2
1698,4,2018-11-13 08:44:00,2018-11-13 11:27:00,2018-11-14 02:24:00,2018-11-15 05:34:00,10560000,2,159,"Dytik  Ell da, Ciego de  vila, Majuro",0984429047,gasvuanh@yahoo.com,Nguyễn Thị Như Ý,Giao nhanh nha anh !,1490,1
1699,4,2018-06-24 16:58:00,2018-06-24 17:19:00,2018-06-25 01:42:00,2018-06-27 04:10:00,2929000,1,72,"Long Hưng, TP. Biên Hòa, Đồng Nai",0984429047,vominh880@gmail.com, Nguyễn Thị Lam Tuyền,Giao nhanh nha anh !,546,4
1700,4,2018-08-24 18:31:00,2018-08-24 19:33:00,2018-08-25 04:26:00,2018-08-27 09:50:00,10745000,3,41,"Xã Phú Hội, Huyện Nhơn Trạch, Đồng Nai",0984429047,longcvk@yahoo.co.uk, Nguyễn Thị Thanh,Giao nhanh nha anh !,595,4
1701,4,2019-07-16 17:56:00,2019-07-16 20:20:00,2019-07-17 08:18:00,2019-07-19 00:13:00,3088000,2,7,"Torfaen [Tor-faen], Haut-Mbomou, Saint Peters",0984429047,phanvui453@gmail.com,Phan Đăng Vui,Giao nhanh nha anh !,1363,9
1702,4,2019-04-14 08:39:00,2019-04-14 09:59:00,2019-04-15 03:36:00,2019-04-17 00:55:00,4938000,2,309,"Ogoou_-Maritime, Sliven, Hamburg",0984429047,vietnam@harbour.as,Quách Thị Bích Huệ,Giao nhanh nha anh !,1125,3
1703,4,2019-01-16 16:17:00,2019-01-16 17:42:00,2019-01-17 10:33:00,2019-01-19 06:10:00,4140500,1,402,"Etel_-Pohjanmaa, Pirojpur, Al Wukayr",0984429047,trandainghia250883@gmail.com,Nguyễn Lê Thảo Phương,Giao nhanh nha anh !,1014,7
1704,4,2018-06-17 20:44:00,2018-06-18 00:59:00,2018-06-18 18:28:00,2018-06-19 21:53:00,22856000,4,347,"Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",0984429047,baibang89@gmail.com, Nguyễn Thế Ân,Giao nhanh nha anh !,463,8
1705,4,2018-09-11 10:26:00,2018-09-11 11:07:00,2018-09-12 06:43:00,2018-09-13 15:46:00,3240000,1,195,"Beyla, Henan, Linden",0984429047,info@nisseidental.com,Nguyễn Xuân Châu,Giao nhanh nha anh !,1438,9
1706,4,2020-02-09 09:05:00,2020-02-09 13:48:00,2020-02-10 03:15:00,2020-02-12 11:37:00,10260000,3,149,"Asyut, Siyzn, Al Manqaf",0984429047,lethanh@vuongkhangthinh.com,Nguyễn Xuân Sung,Giao nhanh nha anh !,956,6
1707,4,2019-05-25 20:53:00,2019-05-25 23:23:00,2019-05-26 09:18:00,2019-05-28 04:40:00,15818000,2,338,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",0984429047,vietht4@fpt.com.vn,Phan Quỳnh Hương,Giao nhanh nha anh !,315,4
1708,4,2019-08-07 16:30:00,2019-08-07 20:04:00,2019-08-08 06:48:00,2019-08-09 10:57:00,3129000,1,127,"Xã Phú Hữu, Huyện Nhơn Trạch, Đồng Nai",0984429047,minhvu080676@gmail.com,Võ Văn Hơn,Giao nhanh nha anh !,596,4
1709,4,2019-11-12 08:27:00,2019-11-12 10:35:00,2019-11-12 16:43:00,2019-11-14 00:03:00,10958000,3,55,"Phường An Cư, Quận Ninh Kiều, Cần Thơ",0984429047,contact@truongthanh.com,Bùi Quốc Việt,Giao nhanh nha anh !,645,5
1710,4,2018-05-26 20:09:00,2018-05-26 23:14:00,2018-05-27 17:58:00,2018-05-29 08:10:00,6480000,2,6,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",0984429047,phanvui45@gmail.com,Phan Đăng Vui,Giao nhanh nha anh !,351,8
1711,4,2018-11-11 17:54:00,2018-11-11 18:22:00,2018-11-12 02:18:00,2018-11-13 21:11:00,12086000,3,32,"Phường Lộc Tiến, TP. Bảo Lộc, Lâm Đồng",0984429047,vpcongchungsosao@gmail.com,Võ Thanh Minh,Giao nhanh nha anh !,677,1
1712,4,2018-02-24 04:42:00,2018-02-24 08:58:00,2018-02-25 02:21:00,2018-02-26 08:14:00,6298000,2,466,"Burgos, Bagerhat, Yangon",0984429047,hoainam2q@gmail.com,Nguyễn Văn Lam,Giao nhanh nha anh !,983,2
1713,4,2019-07-24 03:21:00,2019-07-24 06:38:00,2019-07-24 17:52:00,2019-07-26 21:03:00,9134000,4,105,"Val-de-Marne, Donga, Vilnius",0984429047,thanhkdth@gmail.com,Nguyễn Thị Hòa,Giao nhanh nha anh !,1171,3
1714,4,2019-02-09 14:16:00,2019-02-09 18:40:00,2019-02-10 04:45:00,2019-02-12 13:50:00,11858000,4,126,"Valverde, Kuando Kubango, Ma rib",0984429047,ytuongcongnghe@gmail.com,Nguyễn Thị Hồng,Giao nhanh nha anh !,852,6
1715,4,2019-04-01 14:34:00,2019-04-01 17:31:00,2019-04-02 09:49:00,2019-04-03 10:17:00,4700000,1,469,"Phường 11, Quận Gò Vấp, Hồ Chí Minh",0984429047,giacquanthusau_9999@yahoo.com.vn, Trần Đình Quý,Giao nhanh nha anh !,211,3
1716,4,2019-10-29 17:38:00,2019-10-29 19:01:00,2019-10-30 03:01:00,2019-11-01 14:20:00,12296000,4,348,"Qeqqata Kommunia, Far North, Bucaramanga",0984429047,tongdasa@gmail.com,Đỗ Ngọc Hùng,Giao nhanh nha anh !,1427,5
1717,4,2018-04-29 12:15:00,2018-04-29 16:12:00,2018-04-30 11:29:00,2018-05-02 08:49:00,3220000,2,167,"Haut-Ogoou_, Houet, Tallinn",0984429047,cuongphat@cuongphat.com,Khổng Thị Như Lành,Giao nhanh nha anh !,1108,9
1718,4,2020-01-13 05:06:00,2020-01-13 08:48:00,2020-01-14 01:38:00,2020-01-15 07:01:00,8281000,2,393,"Oum el Bouaghi, Erevan, Luapula",0984429047,nam.hvtc28@gmail.com,Lê Ly Na,Giao nhanh nha anh !,834,1
1719,4,2019-02-02 18:01:00,2019-02-02 21:19:00,2019-02-03 15:30:00,2019-02-05 01:33:00,5560000,2,482,"Phường 10, Quận 8, Hồ Chí Minh",0984429047,phamha979090@gmail.com,Nguyễn Hưng,Giao nhanh nha anh !,99,6
1720,4,2019-05-10 10:58:00,2019-05-10 12:50:00,2019-05-11 03:26:00,2019-05-12 16:40:00,21676000,4,404,"Thị Trấn Củ Chi, Huyện Củ Chi, Hồ Chí Minh",0984429047,tathinhiem@gmail.com, Phan Tuấn Dũng,Giao nhanh nha anh !,286,3
1721,4,2020-01-19 05:35:00,2020-01-19 09:01:00,2020-01-19 20:54:00,2020-01-20 20:09:00,5858000,2,471,"Jalapa, Las Tunas, Kloulklubed",0984429047,huuhoadhcl@yahoo.com,Hồ Quốc Việt,Giao nhanh nha anh !,1516,5
1722,4,2019-03-03 14:50:00,2019-03-03 15:24:00,2019-03-04 01:14:00,2019-03-05 23:33:00,11557000,4,310,"Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",0984429047,kien.nguyen@xtra.co.nz,Đoàn Văn Lượng,Giao nhanh nha anh !,155,7
1723,4,2020-01-23 12:15:00,2020-01-23 14:11:00,2020-01-24 04:07:00,2020-01-25 12:57:00,19958500,3,400,"Paul, Loi, Garoua",0984429047,sontc34@gmail.com,Lê Thành Công,Giao nhanh nha anh !,784,1
1724,4,2019-11-26 18:22:00,2019-11-26 22:08:00,2019-11-27 13:36:00,2019-11-29 03:04:00,7976000,3,201,"Xã Nậm Loong, TP. Lai Châu, Lai Châu",0984429047,ngocson.trithuc@gmail.com,Trần Văn Nam,Giao nhanh nha anh !,673,5
1725,4,2019-06-14 05:17:00,2019-06-14 09:10:00,2019-06-14 23:28:00,2019-06-16 17:50:00,5560000,2,447,"Phường Đức Giang, Quận Long Biên, Hà Nội",0984429047,muatuyetroi_vt@yahoo.com,Tô Ngọc Báu,Giao nhanh nha anh !,355,3
1726,4,2019-11-30 01:02:00,2019-11-30 02:18:00,2019-11-30 18:48:00,2019-12-02 16:51:00,9400000,2,508,"Lower River, Santander, Puente Alto",0984429047,nguyen_duong278@yahoo.com.vn, Lê Chí Công,Giao nhanh nha anh !,1421,5
1727,4,2019-04-08 09:09:00,2019-04-08 11:44:00,2019-04-08 20:17:00,2019-04-10 23:44:00,1638000,1,54,"Phường 11, Quận Bình Thạnh, Hồ Chí Minh",0984429047,sales@hoasencorp.com,Trần Nghiệm,Giao nhanh nha anh !,224,7
1728,4,2018-03-10 13:37:00,2018-03-10 14:31:00,2018-03-11 04:14:00,2018-03-12 14:15:00,7211500,2,448,"Phường 03, Quận Gò Vấp, Hồ Chí Minh",0984429047,tuvanthue68@gmail.com,Lê Văn Cao,Giao nhanh nha anh !,203,2
1729,4,2020-01-11 15:56:00,2020-01-11 18:51:00,2020-01-12 03:18:00,2020-01-13 19:28:00,1610000,1,385,"San Jos_, Baghlan, Luanda",0984429047,phanthilieu888@gmail.com, Petter Erik Nyvoll,Giao nhanh nha anh !,762,6
1730,4,2018-10-16 10:40:00,2018-10-16 12:29:00,2018-10-16 19:37:00,2018-10-18 15:42:00,24738000,4,56,"Boffa, Nei Mongol (mn), Kourou",0984429047,info@vinamit.com,Đinh Hữu Nam,Giao nhanh nha anh !,1436,5
1731,4,2019-01-16 16:17:00,2019-01-16 17:42:00,2019-01-17 10:33:00,2019-01-19 06:10:00,21378000,4,444,"Phường 03, Quận 11, Hồ Chí Minh",0984429047,phiyen_hcp@yahoo.com.vn,Nguyễn Nam Hà,Giao nhanh nha anh !,136,2
1732,4,2019-11-02 01:18:00,2019-11-02 06:11:00,2019-11-02 15:13:00,2019-11-03 21:06:00,8090000,3,153,"Phường Bắc Cường, TP. Lào Cai, Lào Cai",0984429047,thuylv@oceanbank.vn,Lê Thị Oanh,Giao nhanh nha anh !,695,5
1733,4,2018-06-21 03:23:00,2018-06-21 06:08:00,2018-06-22 00:40:00,2018-06-23 12:40:00,4658000,2,274,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",0984429047,phamngoctan.xdsb@yahoo.com.vn,Võ Thị Tuấn Anh,Giao nhanh nha anh !,470,4
1734,4,2019-02-06 02:41:00,2019-02-06 04:29:00,2019-02-06 10:43:00,2019-02-08 05:20:00,7914500,2,370,"Phường Hiệp Phú, Quận 9, Hồ Chí Minh",0984429047,thaophan1109@gmail.com,Nguyễn Đức Tình,Giao nhanh nha anh !,106,2
1735,4,2019-12-28 00:06:00,2019-12-28 02:16:00,2019-12-28 12:35:00,2019-12-29 17:43:00,8281000,2,514,"Phường Tây Sơn, Thị xã An Khê, Gia Lai",0984429047,lienpham142@gmail.com,Nguyễn Kim Quân,Giao nhanh nha anh !,735,5
1736,4,2019-01-05 19:57:00,2019-01-05 22:21:00,2019-01-06 09:43:00,2019-01-08 13:40:00,12736000,4,380,"Tlemcen, Kwanza Sul, Torba",0984429047,nmngoc.sh@gmail.com,Khổng Thanh Dũng,Giao nhanh nha anh !,853,6
1737,4,2018-04-20 06:45:00,2018-04-20 06:56:00,2018-04-20 15:46:00,2018-04-22 06:43:00,3276000,2,438,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",0984429047,hienvivn@gmail.com.th,Tống Thị Thanh Hường,Giao nhanh nha anh !,351,3
1738,4,2018-11-11 17:54:00,2018-11-11 18:22:00,2018-11-12 02:18:00,2018-11-13 21:11:00,9971000,2,369,"Baja Verapaz, C rdoba, Tarawa",0984429047,bemap142@gmail.com,Lê Võ Thanh Hùng,Giao nhanh nha anh !,1486,5
1739,4,2018-03-06 06:57:00,2018-03-06 09:21:00,2018-03-06 21:01:00,2018-03-07 23:27:00,2929000,1,289,"Málaga, Bandarban, Gaza",0984429047,linhtn1@bidv.com.vn,Ngô Tú,Giao nhanh nha anh !,1004,2
1740,4,2018-08-22 02:41:00,2018-08-22 07:28:00,2018-08-22 22:20:00,2018-08-24 03:27:00,1418000,1,94,"Phường Đề Thám, TP. Thái Bình, Thái Bình",0984429047,nghiakd2412@gmail.com,Huỳnh Văn Khái,Giao nhanh nha anh !,661,9
1741,4,2020-02-02 19:25:00,2020-02-02 22:36:00,2020-02-03 07:38:00,2020-02-04 17:54:00,21676000,4,451,"Phường 14, Quận 5, Hồ Chí Minh",0984429047,timeshuong@gmail.com, Hồ Xuân Hiếu,Giao nhanh nha anh !,64,1
1742,4,2018-04-17 19:50:00,2018-04-17 22:53:00,2018-04-18 16:31:00,2018-04-21 04:04:00,7909000,1,59,"Mid Ulster, Ghanzi, Road Town",0984429047,info@o7paint.com,Nguyễn Đăng Dung,Giao nhanh nha anh !,1293,8
1743,4,2018-10-03 16:35:00,2018-10-03 18:01:00,2018-10-04 13:50:00,2018-10-05 13:04:00,1638000,1,456,"Western, Cauca, Santa Cruz de la Sierra",0984429047,luongthitu2002@gmail.com.......th,Huỳnh Công Trực,Giao nhanh nha anh !,1412,1
1744,4,2018-05-20 16:44:00,2018-05-20 20:58:00,2018-05-21 03:50:00,2018-05-22 19:17:00,4109000,1,148,"Calvados, Ruyigi, Douglas",0984429047,trangdaispa@gmail.com,Nguyễn Minh Huy,Giao nhanh nha anh !,1149,8
1745,4,2018-08-26 08:41:00,2018-08-26 11:29:00,2018-08-27 03:45:00,2018-08-28 22:23:00,17456000,3,95,"Redcar and Cleveland, Sankuru, Petit-Bourg",0984429047,duc-dc@vietphone.com.vn,Lê Văn Thái,Giao nhanh nha anh !,1337,9
1746,4,2018-03-14 19:36:00,2018-03-14 22:31:00,2018-03-15 13:37:00,2018-03-17 14:09:00,10843500,3,56,"Zamora, Kushtia, Medina",0984429047,info@vinamit.com,Đinh Hữu Nam,Giao nhanh nha anh !,1018,7
1747,4,2018-03-28 05:31:00,2018-03-28 09:04:00,2018-03-28 19:30:00,2018-03-31 02:10:00,13767000,3,137,"Ba, Netrakona, Bursa",0984429047,thachthachbaongoc@yahoo.com.vn,Nguyễn Anh Tuấn,Giao nhanh nha anh !,1046,3
1748,4,2019-01-12 14:32:00,2019-01-12 16:34:00,2019-01-13 10:11:00,2019-01-15 02:07:00,19958500,3,425,"Syddanmark, Gjirokast r, Fomboni",0984429047,tuantvm@yahoo.com,Phạm Thanh Hùng,Giao nhanh nha anh !,797,1
1749,4,2019-12-16 06:01:00,2019-12-16 08:48:00,2019-12-16 16:49:00,2019-12-18 16:06:00,11096000,4,506,"Artemisa, Escaldes-Engordany, Ruyigi",0984429047,thoank@clevercfo.com, Đỗ Đoàn Thiên,Giao nhanh nha anh !,780,5
1750,4,2018-04-18 14:55:00,2018-04-18 19:51:00,2018-04-19 10:40:00,2018-04-21 16:20:00,15818000,2,349,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",0984429047,quyentra081292@gmail.com,Ngô Minh Kha,Giao nhanh nha anh !,347,8
1751,4,2020-02-06 22:10:00,2020-02-07 00:44:00,2020-02-07 08:59:00,2020-02-08 23:57:00,18252000,4,497,"Imbabura, Astara, Ejmiatsin",0984429047,vuthuhang1811@gmail.com,Nguyễn Thị Hải,Giao nhanh nha anh !,882,7
1752,4,2020-01-05 15:26:00,2020-01-05 18:36:00,2020-01-06 08:00:00,2020-01-08 06:18:00,6298000,2,183,"Phường An Khánh, Quận 2, Hồ Chí Minh",0984429047,thanh.nguyenduy@yeobd.com,Trần Anh Nhật,Giao nhanh nha anh !,11,6
1753,4,2020-01-07 07:16:00,2020-01-07 11:41:00,2020-01-07 18:06:00,2020-01-09 01:41:00,3129000,1,300,"Phường Minh Tân, TP. Yên Bái, Yên Bái",0984429047,huuanh@westernford.com.vn,Huỳnh Tâm Nhiên,Giao nhanh nha anh !,755,1
1754,4,2020-01-09 23:06:00,2020-01-10 00:46:00,2020-01-10 15:12:00,2020-01-12 23:04:00,9714000,4,301,"Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",0984429047,tonggiaquocthang@gmail.com,Võ Đình Lây,Giao nhanh nha anh !,19,2
1755,4,2018-04-07 17:36:00,2018-04-07 18:31:00,2018-04-08 03:52:00,2018-04-09 01:52:00,2263300,3,7,"Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",0984429047,phanvui453@gmail.com,Phan Đăng Vui,Giao nhanh nha anh !,256,7
1756,4,2018-04-27 20:25:00,2018-04-27 22:08:00,2018-04-28 09:24:00,2018-04-29 06:26:00,15818000,2,230,"Xã Long Thới, Huyện Nhà Bè, Hồ Chí Minh",0984429047,quynhchau_vsb@yahoo.com,Doãn Ngọc Chấn,Giao nhanh nha anh !,295,7
1757,4,2018-09-07 02:46:00,2018-09-07 04:57:00,2018-09-07 22:31:00,2018-09-08 22:59:00,19338000,3,203,"Phường Hòa Bình, TP. Biên Hòa, Đồng Nai",0984429047,phuocbinh313@yahoo.com.vn,Nguyễn Tấn Châu,Giao nhanh nha anh !,553,5
1758,4,2018-08-17 22:17:00,2018-08-17 23:12:00,2018-08-18 15:12:00,2018-08-19 21:34:00,10745000,3,238,"Nz_r_kor_, Guangdong, Maracay",0984429047,nhung.tranthituyet@yeobd.com,Xie Bingbing,Giao nhanh nha anh !,1459,9
1759,4,2019-02-27 06:11:00,2019-02-27 08:15:00,2019-02-27 16:03:00,2019-03-01 05:47:00,3129000,1,354,"Thị Trấn Củ Chi, Huyện Củ Chi, Hồ Chí Minh",0984429047,nhansudaithang@gmail.com,Văn Bá Công,Giao nhanh nha anh !,286,3
1760,4,2018-07-29 09:37:00,2018-07-29 11:31:00,2018-07-29 19:58:00,2018-07-30 17:30:00,10260000,3,335,"Merton,  quateur, Belize City",0984429047,hothidieukta@gmail.com,Nguyễn Thị Mai Phương,Giao nhanh nha anh !,1283,8
1761,4,2018-12-21 09:03:00,2018-12-21 10:49:00,2018-12-22 02:52:00,2018-12-24 00:41:00,11129000,3,229,"Phường Thạch Bàn, Quận Long Biên, Hà Nội",0984429047,tttthao@vietinbank.vn,Trần Duy Trung,Giao nhanh nha anh !,364,1
1762,4,2018-06-16 01:38:00,2018-06-16 06:00:00,2018-06-17 01:18:00,2018-06-18 09:37:00,4418000,2,299,"For_cariah, Luzern (de), Rosario",0984429047,phongtt1@lienvietpostbank.com.vn,Dương Việt Hùng,Giao nhanh nha anh !,1409,5
1763,4,2019-02-25 19:16:00,2019-02-25 20:12:00,2019-02-26 12:48:00,2019-02-28 22:08:00,3520000,1,104,"Phường 09, Quận 11, Hồ Chí Minh",0984429047,my-co@vnn.vn,Lê Xuân Anh Phú,Giao nhanh nha anh !,142,7
1764,4,2018-01-04 04:24:00,2018-01-04 06:08:00,2018-01-04 18:18:00,2018-01-05 17:48:00,4309500,1,219,"Melilla, Saint Philip, Dehiwala-Mount Lavinia",0984429047,info@tranhoanggia.com.vn,Nguyễn Văn Trung Nhật,Giao nhanh nha anh !,1025,3
1765,4,2019-08-15 07:50:00,2019-08-15 12:24:00,2019-08-16 02:13:00,2019-08-18 00:31:00,5740500,2,230,"Causeway Coast and Glens, Cear , Porto",0984429047,quynhchau_vsb@yahoo.com,Doãn Ngọc Chấn,Giao nhanh nha anh !,1212,4
1766,4,2018-12-21 14:58:00,2018-12-21 15:50:00,2018-12-22 11:42:00,2018-12-24 15:24:00,6496000,4,108,"Phường Bình Khánh, Quận 2, Hồ Chí Minh",0984429047,hai.hophi@yeobd.com,Huỳnh Thế Quảng,Giao nhanh nha anh !,15,1
